Info,Info,Info,Objective,Objective,Extra Output,Variable,Variable,Variable
Iteration,Generation,Category,Cooling (Electric) (kWh),Heating (Gas) (kWh),Discomfort (All Clothing) (hr),Local shading type,Window Size,Site orientation (°)
1745,38, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1746,38, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1747,38, ,1.201.013.593,548.336.327,955.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1748,39, ,184.553.922,1.912.312.397,2.245.000,2.5m Overhang,"Height: 3.6m, Width: 1m",0
1749,39, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1750,39, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1751,39, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1752,39, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1753,39, ,1.875.743.498,4.798.035.606,7.415.000,1m Sidefin,"Height: 3.6m, Width: 5m",135
1754,39, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1755,39, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1756,39, ,30.128.203,94.685.002,12.975.000,0.5m Sidefin,"Height: 3.6m, Width: 10m",0
1757,39, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1758,39, ,1.887.307.284,4.687.543.275,6.015.000,0.5m Overhang,"Height: 3.6m, Width: 10m",225
1759,39, ,1.064.877.923,6.565.799.814,1.450.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",135
1760,39, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1761,39, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1762,39, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1763,39, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1764,39, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1765,39, ,1.549.540.502,524.896.816,3.220.000,2.0m Overhang,"Height: 3.6m, Width: 5m",225
1766,39, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1767,39, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1768,39, ,305.199.054,15.691.766,15.220.000,No shading,"Height: 3.6m, Width: 1m",45
1769,39, ,21.613.062,1.604.816.156,5.295.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",0
1770,39, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
1771,39, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1772,39, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1773,39, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1774,39, ,13.863.918,527.197.481,925.000,5m Overhang,"Height: 3.6m, Width: 10m",90
1775,39, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1776,39, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1777,39, ,1.071.402.178,5.841.656.927,1.075.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
1778,39, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1779,39, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1780,39, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1781,39, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1782,39, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1783,39, ,248.221.393,18.202.195,9.145.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",315
1784,39, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1785,39, ,1.339.232.841,477.850.038,795.000,5m Overhang,"Height: 3.6m, Width: 5m",315
1786,39, ,259.461.475,305.616.878,9.835.000,0.5m Overhang,"Height: 3.6m, Width: 5m",270
1787,39, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1788,39, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1789,39, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
1790,39, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1791,39, ,1.182.749.885,528.114.851,795.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",45
1792,39, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1793,39, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1794,39, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1795,39, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1796,39, ,126.329.945,501.081.213,725.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",45
1797,39, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1798,40, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1799,40, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1800,40, ,270.026.495,1.178.995.616,10.400.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",0
1801,40, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1802,40, ,321.371.315,129.922.455,13.680.000,No shading,"Height: 3.6m, Width: 5m",315
1803,40, ,1.330.020.077,557.775.797,1.005.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",90
1804,40, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1805,40, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1806,40, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1807,40, ,1.479.248.034,4.756.933.741,1.280.000,No shading,"Height: 3.6m, Width: 2.5m",180
1808,40, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1809,40, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1810,40, ,138.789.575,351.639.429,365.000,2.5m Sidefin + 2.5m Overhang,"Height: 3.6m, Width: 5m",0
1811,40, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1812,40, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1813,40, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1814,40, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1815,40, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1816,40, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1817,40, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1818,40, ,1.089.863.974,5.675.226.986,1.020.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",315
1819,40, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1820,40, ,213.496.699,2.339.310.167,5.460.000,0.2m Louvre,"Height: 3.6m, Width: 1m",45
1821,40, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1822,40, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1823,40, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1824,40, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1825,40, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1826,40, ,177.982.643,3.524.475.866,2.910.000,2m Sidefin,"Height: 3.6m, Width: 1m",45
1827,40, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1828,40, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1829,40, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1830,40, ,28.931.106,1.038.272.405,12.050.000,2m Sidefin,"Height: 3.6m, Width: 10m",0
1831,40, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
1832,40, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1833,40, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1834,40, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1835,40, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1836,40, ,305.199.054,15.691.766,15.220.000,No shading,"Height: 3.6m, Width: 1m",45
1837,40, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1838,40, ,1.270.076.966,454.901.225,645.000,5m Overhang,"Height: 3.6m, Width: 1m",0
1839,40, ,224.472.173,2.190.583.026,6.485.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",45
1840,40, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1841,40, ,287.939.267,173.206.391,14.215.000,0.5m Overhang,"Height: 3.6m, Width: 5m",45
1842,40, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1843,40, ,198.009.137,2.560.969.527,4.855.000,2.0m Overhang,"Height: 3.6m, Width: 5m",315
1844,40, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1845,40, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1846,40, ,1.936.854.777,4.530.561.474,7.910.000,No shading,"Height: 3.6m, Width: 1m",135
1847,40, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1848,41, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1849,41, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1850,41, ,1.762.683.915,4.984.406.968,6.280.000,2.0m Overhang,"Height: 3.6m, Width: 1m",135
1851,41, ,1.168.126.371,559.986.542,995.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1852,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1853,41, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1854,41, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1855,41, ,1.309.543.007,457.085.961,600.000,5m Overhang,"Height: 3.6m, Width: 2.5m",45
1856,41, ,1.194.407.611,554.341.437,985.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1857,41, ,1.103.829.406,645.022.057,1.350.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",135
1858,41, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1859,41, ,198.241.299,2.586.399.491,3.025.000,2.0m Overhang,"Height: 3.6m, Width: 5m",45
1860,41, ,1.361.508.487,527.729.176,1.065.000,1.5m Overhang,"Height: 3.6m, Width: 5m",180
1861,41, ,1.357.728.401,529.997.757,1.060.000,1.5m Overhang,"Height: 3.6m, Width: 10m",180
1862,41, ,1.344.337.524,552.918.414,1.215.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",270
1863,41, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1864,41, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1865,41, ,1.237.529.717,51.801.732,860.000,5m Overhang,"Height: 3.6m, Width: 10m",0
1866,41, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1867,41, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1868,41, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1869,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1870,41, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1871,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1872,41, ,259.101.743,1.326.621.014,9.530.000,2.5m Sidefin,"Height: 3.6m, Width: 5m",0
1873,41, ,286.455.655,189.090.183,13.795.000,2m Sidefin,"Height: 3.6m, Width: 5m",45
1874,41, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1875,41, ,2.434.782.502,4.076.426.601,10.825.000,1.5m Sidefin,"Height: 3.6m, Width: 2.5m",90
1876,41, ,172.132.536,3.522.686.493,3.255.000,2.5m Sidefin,"Height: 3.6m, Width: 1m",315
1877,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1878,41, ,320.072.146,151.493.867,16.015.000,No shading,"Height: 3.6m, Width: 2.5m",45
1879,41, ,264.935.274,1.084.547.693,8.935.000,0.5m Overhang,"Height: 3.6m, Width: 10m",0
1880,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1881,41, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1882,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1883,41, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1884,41, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1885,41, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1886,41, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1887,41, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1888,41, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1889,41, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1890,41, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1891,41, ,1.291.681.839,591.127.129,1.215.000,5m Overhang,"Height: 3.6m, Width: 10m",135
1892,41, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1893,41, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1894,41, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1895,41, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1896,41, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1897,42, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1898,42, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1899,42, ,1.210.039.011,520.847.191,860.000,0.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1900,42, ,1.216.366.984,534.920.688,905.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1901,42, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1902,42, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1903,42, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1904,42, ,1.102.620.569,6.288.972.415,1.285.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1905,42, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1906,42, ,22.237.795,2.298.088.117,6.440.000,1.5m Overhang,"Height: 3.6m, Width: 5m",45
1907,42, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1908,42, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1909,42, ,1.623.080.635,5.175.115.959,3.715.000,2.0m Overhang,"Height: 3.6m, Width: 5m",135
1910,42, ,1.334.434.502,541.118.108,1.050.000,2.0m Overhang,"Height: 3.6m, Width: 5m",180
1911,42, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
1912,42, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1913,42, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1914,42, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1915,42, ,286.673.045,967.846.774,11.645.000,No shading,"Height: 3.6m, Width: 1m",0
1916,42, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1917,42, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1918,42, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1919,42, ,1.549.540.502,524.896.816,3.220.000,2.0m Overhang,"Height: 3.6m, Width: 5m",225
1920,42, ,1.083.241.469,6.230.275.678,1.225.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
1921,42, ,1.201.013.593,548.336.327,955.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 10m",0
1922,42,Pareto,132.365.181,4.110.262.818,635.000,1.5m Sidefin + 1.5m Overhang,"Height: 3.6m, Width: 1m",315
1923,42, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1924,42, ,224.472.173,2.190.583.026,6.485.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",45
1925,42, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1926,42, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
1927,42, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1928,42, ,206.476.831,3.626.756.755,7.840.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",90
1929,42, ,263.679.338,108.836.402,8.880.000,0.5m Overhang,"Height: 3.6m, Width: 5m",0
1930,42, ,1.316.420.205,481.267.382,815.000,5m Overhang,"Height: 3.6m, Width: 10m",315
1931,42, ,1.117.063.271,5.485.825.817,850.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",45
1932,42, ,142.305.511,3.385.096.312,380.000,1m Sidefin + 1m Overhang,"Height: 3.6m, Width: 1m",0
1933,42, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
1934,42, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1935,42, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1936,42, ,203.649.949,2.539.180.504,5.550.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",315
1937,42, ,113.728.321,591.956.731,1.125.000,1.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 2.5m",0
1938,42, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1939,42, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1940,42, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1941,42, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1942,42, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1943,42, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1944,42, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1945,42, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1946,42, ,1.980.121.777,397.416.955,7.585.000,2.0m Overhang,"Height: 3.6m, Width: 10m",90
1947,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1948,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1949,43, ,1.157.152.249,583.530.307,1.095.000,2.5m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1950,43,Pareto,259.202.819,1.128.268.625,8.550.000,0.5m Sidefin + 0.5m Overhang,"Height: 3.6m, Width: 10m",0
1951,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1952,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1953,43, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1954,43, ,1.798.388.815,424.536.522,4.670.000,2.5m Overhang,"Height: 3.6m, Width: 5m",270
1955,43, ,30.534.583,91.941.886,13.385.000,No shading,"Height: 3.6m, Width: 5m",0
1956,43, ,1.083.241.469,6.230.275.678,1.225.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 1m",0
1957,43, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1958,43, ,190.642.542,2.929.699.532,4.620.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",315
1959,43, ,261.105.771,1.096.792.572,8.765.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1960,43, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1961,43, ,204.449.753,1.564.855.316,3.785.000,1.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1962,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1963,43, ,1.202.180.073,540.556.999,925.000,1m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1964,43, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1965,43, ,246.697.727,135.498.476,8.325.000,1m Sidefin,"Height: 3.6m, Width: 2.5m",0
1966,43, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
1967,43, ,270.026.495,1.178.995.616,10.400.000,1.5m Sidefin,"Height: 3.6m, Width: 5m",0
1968,43, ,187.770.059,4.689.305.432,5.950.000,0.5m Overhang,"Height: 3.6m, Width: 5m",225
1969,43, ,260.058.577,3.160.334.874,11.680.000,0.5m Overhang,"Height: 3.6m, Width: 2.5m",90
1970,43, ,271.724.096,203.365.094,12.615.000,1m Sidefin,"Height: 3.6m, Width: 2.5m",45
1971,43, ,174.877.042,2.166.051.042,1.200.000,2.5m Overhang,"Height: 3.6m, Width: 2.5m",0
1972,43, ,28.931.106,1.038.272.405,12.050.000,2m Sidefin,"Height: 3.6m, Width: 10m",0
1973,43, ,187.129.904,1.855.387.734,2.200.000,2.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1974,43, ,227.628.024,132.610.171,5.960.000,1.0m Overhang,"Height: 3.6m, Width: 5m",0
1975,43, ,25.240.568,1.130.985.242,8.185.000,0.5m Overhang,"Height: 3.6m, Width: 1m",0
1976,43, ,321.371.315,129.922.455,13.680.000,No shading,"Height: 3.6m, Width: 5m",315
1977,43, ,198.840.695,1.649.471.106,3.445.000,1.5m Overhang,"Height: 3.6m, Width: 10m",0
1978,43, ,194.214.138,1.699.040.819,2.955.000,2.0m Overhang,"Height: 3.6m, Width: 1m",0
1979,43, ,240.099.401,204.046.494,8.910.000,0.5m Sidefin,"Height: 3.6m, Width: 1m",315
1980,43, ,181.111.187,1.969.325.676,1.815.000,2.0m Overhang,"Height: 3.6m, Width: 5m",0
1981,43, ,207.689.731,1.497.540.627,4.165.000,1.5m Overhang,"Height: 3.6m, Width: 1m",0
1982,43, ,162.228.732,249.747.144,800.000,2.5m Overhang,"Height: 3.6m, Width: 10m",0
1983,43, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1984,43, ,22.822.059,131.777.832,6.085.000,1.0m Overhang,"Height: 3.6m, Width: 2.5m",0
1985,43, ,200.923.881,1.617.513.246,3.540.000,1.5m Overhang,"Height: 3.6m, Width: 5m",0
1986,43, ,1.493.107.563,4.748.469.489,1.430.000,No shading,"Height: 3.6m, Width: 5m",180
1987,43, ,1.169.641.101,570.991.284,1.055.000,2m Sidefin + 5m Overhang,"Height: 3.6m, Width: 5m",0
1988,43, ,227.212.102,1.331.944.992,5.870.000,1.0m Overhang,"Height: 3.6m, Width: 10m",0
1989,43, ,166.960.757,2.361.742.605,840.000,2.5m Overhang,"Height: 3.6m, Width: 5m",0
1990,43, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1991,43, ,30.765.227,91.297.113,13.595.000,No shading,"Height: 3.6m, Width: 10m",0
1992,43, ,177.537.068,2.040.123.513,1.625.000,2.0m Overhang,"Height: 3.6m, Width: 10m",0
