"Info","Info","Info","Objective","Objective","Extra Output","Extra Output","Variable","Variable",
"Iteration","Generation","Category","Cooling (Electric) (kWh)","Heating (Gas) (kWh)","Discomfort (All Clothing) (hr)","Lighting Energy (kWh)","Local shading type","Window Size","","","","","","","","",
"1465","32"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1466","32"," ","8103.36942","11484.27539","200.0000","3033.65","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1467","32"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"1468","32"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1469","32"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1470","32"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1471","32"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1472","32"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1473","32"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1474","32"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"1475","32"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1476","32"," ","7317.025793","14014.19706","322.5000","5317.62","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 2.5m",
"1477","32"," ","7480.520884","13202.28969","270.5000","3551.63","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 5m",
"1478","32"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1479","32"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1480","32"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1481","32"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1482","32"," ","10587.0096","10653.8335","276.0000","3270.27","2m Sidefin","Height: 3.6m, Width: 1m",
"1483","32"," ","9158.369","10245.21041","143.0000","2903.98","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1484","32"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1485","32"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1486","32"," ","11021.1026","10303.5706","287.0000","3047.48","1.5m Sidefin","Height: 3.6m, Width: 1m",
"1487","32"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1488","32"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1489","32"," ","7532.688193","13198.21897","269.5000","3463.10","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 10m",
"1490","32"," ","8697.1367","10779.62601","168.5000","2998.32","2m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"1491","32"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1492","32"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1493","32"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1494","32"," ","11098.0738","8795.84985","164.0000","2862.03","2.0m Overhang","Height: 3.6m, Width: 5m",
"1495","32"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1496","32"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1497","32"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"1498","32"," ","7111.890926","13459.46682","288.0000","3615.51","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 2.5m",
"1499","32"," ","10374.06619","10842.09056","281.0000","3419.93","2.5m Sidefin","Height: 3.6m, Width: 1m",
"1500","32"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"1501","32"," ","7861.90939","11980.96032","210.0000","2717.62","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 2.5m",
"1502","32"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1503","32"," ","7259.202146","14196.11522","339.5000","6465.15","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 1m",
"1504","32"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1505","32"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1506","32"," ","7861.90939","11980.96032","210.0000","2717.62","0.5m Sidefin + 0.5m Louvre","Height: 3.6m, Width: 2.5m",
"1507","32"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1508","32"," ","7592.96811","12178.21009","239.5000","3758.88","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1509","33"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1510","33"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"1511","33"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1512","33"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1513","33"," ","7787.192987","12765.55884","247.0000","3426.17","5m Overhang","Height: 3.6m, Width: 5m",
"1514","33"," ","7238.045837","13566.22561","289.0000","3641.80","1m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"1515","33"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"1516","33"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1517","33"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1518","33"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"1519","33"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1520","33"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1521","33"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1522","33"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1523","33"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1524","33"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1525","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1526","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1527","33"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1528","33"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1529","33"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1530","33"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1531","33"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1532","33"," ","9577.4909","9897.40804","139.5000","2878.20","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"1533","33"," ","9607.3367","9885.41291","142.0000","2877.37","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1534","33"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"1535","33"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1536","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1537","33"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"1538","33"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1539","33"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1540","33"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1541","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1542","33"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1543","33"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1544","33"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1545","33"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1546","33"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1547","33"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1548","33"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1549","33"," ","15808.0093","7746.03941","557.0000","2723.65","1.5m Sidefin","Height: 3.6m, Width: 2.5m",
"1550","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1551","33"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1552","33"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1553","33"," ","9158.369","10245.21041","143.0000","2903.98","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1554","33"," ","6826.36097","13710.48381","298.5000","3603.37","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 1m",
"1555","33"," ","7111.890926","13459.46682","288.0000","3615.51","2m Sidefin + 2m Louvre","Height: 3.6m, Width: 2.5m",
"1556","33"," ","9199.8201","10271.70555","146.5000","2926.78","2.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1557","33"," ","20385.2137","6001.117889","890.0000","2632.20","0.5m Sidefin","Height: 3.6m, Width: 5m",
"1558","33"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1559","34"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1560","34"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"1561","34"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1562","34"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1563","34"," ","7821.021955","12747.68586","248.5000","3421.36","5m Overhang","Height: 3.6m, Width: 10m",
"1564","34"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1565","34"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"1566","34"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"1567","34"," ","7384.105121","13752.65127","298.0000","3726.68","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 10m",
"1568","34"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1569","34"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1570","34"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1571","34"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1572","34"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1573","34"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1574","34"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1575","34"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1576","34"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1577","34"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1578","34"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1579","34"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1580","34"," ","9792.4029","9731.57918","139.0000","2876.41","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1581","34"," ","7054.769154","13761.37606","317.0000","5120.14","2.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 2.5m",
"1582","34"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1583","34"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1584","34"," ","12022.5133","8184.90322","228.0000","2868.15","1.5m Overhang","Height: 3.6m, Width: 1m",
"1585","34"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1586","34"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1587","34"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1588","34"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1589","34"," ","7787.192987","12765.55884","247.0000","3426.17","5m Overhang","Height: 3.6m, Width: 5m",
"1590","34"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1591","34"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"1592","34"," ","18182.5841","6337.12344","665.0000","2625.32","0.5m Overhang","Height: 3.6m, Width: 10m",
"1593","34"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1594","34"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1595","34"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1596","34"," ","15004.282","7106.15182","430.5000","2819.07","1.0m Overhang","Height: 3.6m, Width: 5m",
"1597","34"," ","11175.7312","8766.53307","167.0000","2858.15","2.0m Overhang","Height: 3.6m, Width: 10m",
"1598","34"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1599","34"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1600","34"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1601","34"," ","10944.7982","8848.3379","158.0000","2871.72","2.0m Overhang","Height: 3.6m, Width: 2.5m",
"1602","34"," ","8103.36942","11484.27539","200.0000","3033.65","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1603","34"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1604","34"," ","14605.4842","7920.01156","453.0000","2749.77","0.5m Sidefin","Height: 3.6m, Width: 1m",
"1605","34"," ","12569.4795","8017.17345","257.5000","2840.91","1.5m Overhang","Height: 3.6m, Width: 2.5m",
"1606","34"," ","7532.688193","13198.21897","269.5000","3463.10","1.5m Sidefin + 5m Overhang","Height: 3.6m, Width: 10m",
"1607","34"," ","17748.6134","6430.33693","634.0000","2635.65","0.5m Overhang","Height: 3.6m, Width: 2.5m",
"1608","34"," ","18725.2474","6455.57404","746.0000","2650.20","0.5m Sidefin","Height: 3.6m, Width: 2.5m",
"1609","35"," ","17959.124","6972.01044","727.0000","2687.29","2.5m Sidefin","Height: 3.6m, Width: 5m",
"1610","35"," ","21753.7541","5653.202206","997.0000","2624.43","No shading","Height: 3.6m, Width: 10m",
"1611","35"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1612","35"," ","7384.105121","13752.65127","298.0000","3726.68","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 10m",
"1613","35"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1614","35"," ","18036.0435","6368.02866","655.0000","2628.95","0.5m Overhang","Height: 3.6m, Width: 5m",
"1615","35"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1616","35"," ","6961.18968","13151.92924","279.0000","3666.02","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 1m",
"1617","35"," ","9607.3367","9885.41291","142.0000","2877.37","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1618","35"," ","20181.0527","5928.915262","876.5000","2654.36","No shading","Height: 3.6m, Width: 1m",
"1619","35"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1620","35"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
"1621","35"," ","7446.85603","12706.19494","245.0000","3061.40","1m Sidefin + 1m Louvre","Height: 3.6m, Width: 2.5m",
"1622","35"," ","9577.4909","9897.40804","139.5000","2878.20","0.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 5m",
"1623","35"," ","9607.3367","9885.41291","142.0000","2877.37","1m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1624","35"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1625","35"," ","14773.2622","7166.26298","413.0000","2827.95","1.0m Overhang","Height: 3.6m, Width: 2.5m",
"1626","35"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1627","35"," ","7051.617165","14214.86724","325.5000","4126.54","1.5m Sidefin + 1.5m Louvre","Height: 3.6m, Width: 2.5m",
"1628","35"," ","7796.031676","13617.81124","323.5000","8780.93","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 1m",
"1629","35"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1630","35"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1631","35"," ","10498.5393","9005.33025","147.0000","2899.83","2.0m Overhang","Height: 3.6m, Width: 1m",
"1632","35"," ","7796.031676","13617.81124","323.5000","8780.93","2.5m Sidefin + 2.5 Louvre","Height: 3.6m, Width: 1m",
"1633","35"," ","14094.6191","7344.54681","366.5000","2854.56","1.0m Overhang","Height: 3.6m, Width: 1m",
"1634","35"," ","9454.9611","10024.07584","142.5000","2893.62","1.5m Sidefin + 2.5m Overhang","Height: 3.6m, Width: 10m",
"1635","35"," ","9807.3793","9658.97983","133.5000","2880.23","2.5m Overhang","Height: 3.6m, Width: 2.5m",
"1636","35"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1637","35"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1638","35"," ","16898.319","6608.95308","578.5000","2655.27","0.5m Overhang","Height: 3.6m, Width: 1m",
"1639","35"," ","21223.6789","5746.054473","954.0000","2634.75","No shading","Height: 3.6m, Width: 2.5m",
